"_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
2807973,"4153953","2017","2020","1961","PRIVATE","08","Eglinton-Lawrence","650 EGLINTON AVE W","8","102","2020-11-23","85","Evaluation needs to be conducted in 2 years","19","5","4","5","4","5","4","4","4","4","4","4","4","5","4","4","4","4","4","5","N/A","N0832","43.7026300664","-79.4192210423","311295.136","4840077.96"
2807974,"4155438","2017","2020","1950","PRIVATE","01","Etobicoke North","2366 ISLINGTON AVE","3","16","2020-11-23","80","Evaluation needs to be conducted in 2 years","16","4","4","4","4","4","3","N/A","4","N/A","N/A","4","3","5","4","5","4","4","4","4","N/A","W0130","43.7196647917","-79.5577092738","300134.561","4841968.994"
2807975,"4155427","2017","2020","1963","PRIVATE","01","Etobicoke North","25 JANSUSIE RD","3","45","2020-11-22","73","Evaluation needs to be conducted in 2 years","17","4","4","4","3","4","3","N/A","3","N/A","2","4","4","5","4","4","4","4","3","3","N/A","W0129","43.730245049","-79.576278021","298653.212","4843046.808"
2807976,"4155422","2017","2020","1955","PRIVATE","01","Etobicoke North","75 IRWIN RD","6","53","2020-11-22","67","Evaluation needs to be conducted in 2 years","17","3","3","4","4","4","3","N/A","3","5","N/A","4","3","5","3","3","3","2","2","3","N/A","W0131","43.7249788623","-79.5580297876","300109.16","4842559.379"
2807977,"4155562","2017","2020","1971","TCHC","20","Scarborough Southwest","40 TEESDALE PL","24","278","2020-11-21","72","Evaluation needs to be conducted in 2 years","19","4","4","4","2","4","4","4","4","4","N/A","3","3","2","3","4","4","4","4","3","4","E2028","43.6972076653","-79.2864410678","321998.393","4839494.37"
2807978,"4154875","2017","2020","1960","PRIVATE","16","Don Valley East","1 ECCLESTON DR","4","62","2020-11-21","92","Evaluation needs to be conducted in 3 years","19","5","5","4","4","4","5","4","5","5","5","4","5","5","4","5","5","4","4","5","N/A","N1628","43.727010393","-79.3140806139","319763.103","4842800.045"
2807979,"4155563","2017","2020","1971","TCHC","20","Scarborough Southwest","30 TEESDALE PL","24","278","2020-11-21","78","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","3","4","4","4","N/A","3","4","3","5","4","4","5","5","3","N/A","E2028","43.6970038322","-79.287792292","321889.538","4839471.448"
2807980,"4155038","2017","2020","1968","PRIVATE","12","Toronto-St. Paul's","633 NORTHCLIFFE BLVD","11","86","2020-11-20","73","Evaluation needs to be conducted in 2 years","18","3","4","5","3","3","3","N/A","4","4","4","3","3","5","3","4","4","3","4","4","N/A","S1222","43.695129788","-79.4469525657","309060.504","4839242.877"
2807981,"4155310","2017","2020","1962","PRIVATE","02","Etobicoke Centre","307 THE KINGSWAY","3","26","2020-11-20","79","Evaluation needs to be conducted in 2 years","16","4","4","4","4","4","3","N/A","3","N/A","4","5","4","5","3","5","4","N/A","4","3","N/A","W0229","43.6646746732","-79.5222520533","302989.714","4835858.492"
2807982,"4155322",NA,"2020","1952","PRIVATE","02","Etobicoke Centre","308 THE KINGSWAY","4","34","2020-11-20","79","Evaluation needs to be conducted in 2 years","16","4","5","5","4","4","3","N/A","3","N/A","4","4","4","5","4","4","4","N/A","4","2","N/A","W0229","43.6641680509","-79.5231261637","302919.2","4835802.229"
2807983,"4153664","2017","2020","1927","PRIVATE","19","Beaches-East York","2269 QUEEN ST E","3","17","2020-11-20","70","Evaluation needs to be conducted in 2 years","14","4","4","3","4","3","4","N/A","3","N/A","N/A","4","3","4","3","4","3","N/A","3","N/A","N/A","S1942","43.6712526429","-79.293268236","321455.209","4836609.522"
2807984,"4250634","2018","2020","1925","PRIVATE","19","Beaches-East York","2367 QUEEN ST E","3","24","2020-11-20","70","Evaluation needs to be conducted in 2 years","16","3","4","4","3","4","4","N/A","3","N/A","4","3","4","4","3","3","4","N/A","3","3","N/A","S1942","43.6721682166","-79.2883005888","321855.542","4836712.225"
2807985,"4153666","2017","2020","1930","PRIVATE","19","Beaches-East York","2373 QUEEN ST E","3","27","2020-11-20","70","Evaluation needs to be conducted in 2 years","16","3","4","4","3","4","4","N/A","3","N/A","4","3","4","4","3","3","4","N/A","3","3","N/A","S1942","43.6723206085","-79.2877515365","321899.772","4836729.269"
2807986,"4153053","2017","2020","1960","PRIVATE","04","Parkdale-High Park","470 RONCESVALLES AVE","4","39","2020-11-20","78","Evaluation needs to be conducted in 2 years","16","4","4","5","4","3","4","N/A","3","N/A","N/A","4","4","4","4","4","4","4","4","3","N/A","S0432","43.653020008","-79.451921964","308662.363","4834565.429"
2807987,"4153668","2017","2020","1920","PRIVATE","19","Beaches-East York","2449 QUEEN ST E","4","29","2020-11-20","76","Evaluation needs to be conducted in 2 years","14","4","4","4","4","4","4","N/A","4","N/A","N/A","4","3","4","3","3","4","N/A","4","N/A","N/A","S1942","43.6730490225","-79.2843149122","322176.688","4836810.9"
2807988,"4153669","2017","2020","1920","PRIVATE","19","Beaches-East York","2451 QUEEN ST E","4","29","2020-11-20","73","Evaluation needs to be conducted in 2 years","14","3","4","4","4","4","4","N/A","4","N/A","N/A","3","3","4","3","3","4","N/A","4","N/A","N/A","S1942","43.6731276017","-79.2840966944","322194.262","4836819.675"
2807989,"4153670","2017","2020","1920","PRIVATE","19","Beaches-East York","2453 QUEEN ST E","4","16","2020-11-20","72","Evaluation needs to be conducted in 2 years","13","3","4","4","4","N/A","3","N/A","4","N/A","N/A","4","3","4","3","3","4","N/A","4","N/A","N/A","S1942","43.6731843525","-79.2839314584","322207.57","4836826.014"
2807990,"4155200","2017","2020","1950","SOCIAL HOUSING","04","Parkdale-High Park","495 RIVERSIDE DR","3","25","2020-11-20","81","Evaluation needs to be conducted in 2 years","16","4","3","5","4","3","4","N/A","4","N/A","4","4","4","5","4","4","5","N/A","4","4","N/A","S0425","43.6481742891","-79.4902420295","305571.54","4834025.139"
2807991,"4153007","2017","2020","1952","PRIVATE","04","Parkdale-High Park","1502 KING ST W","3","15","2020-11-20","61","Evaluation needs to be conducted in 1 year","14","3","3","3","3","3","3","N/A","3","N/A","N/A","3","3","3","3","3","3","N/A","4","N/A","N/A","S0436","43.6365878484","-79.4403366563","309598.452","4832739.518"
2807992,"4155051","2017","2020","1958","PRIVATE","08","Eglinton-Lawrence","131 LYON CRT","4","26","2020-11-20","79","Evaluation needs to be conducted in 2 years","17","4","4","4","4","4","4","N/A","4","N/A","3","4","4","4","4","4","4","4","4","4","N/A","N0831","43.7030805404","-79.4402317594","309601.661","4840126.516"
2807993,"4155060","2017","2020","1960","PRIVATE","08","Eglinton-Lawrence","178 LOCKSLEY AVE","3","24","2020-11-20","80","Evaluation needs to be conducted in 2 years","16","4","4","4","4","4","4","N/A","4","N/A","N/A","4","4","4","4","4","4","4","4","4","N/A","N0831","43.7023837133","-79.4491090339","308886.201","4840048.632"
2807994,"4152589","2017","2020","1969","PRIVATE","20","Scarborough Southwest","10 MACEY AVE","16","255","2020-11-20","65","Evaluation needs to be conducted in 1 year","19","4","4","3","3","2","3","3","5","5","N/A","3","2","2","4","2","3","4","4","3","3","E2028","43.6922807906","-79.2871199966","321945.072","4838946.874"
2807995,"4155056","2017","2020","1959","PRIVATE","08","Eglinton-Lawrence","1050 CASTLEFIELD AVE","5","64","2020-11-20","79","Evaluation needs to be conducted in 2 years","18","4","4","4","4","4","4","N/A","4","3","4","4","4","4","4","4","4","4","4","4","N/A","N0831","43.7010927419","-79.4506862658","308759.154","4839905.141"
2807996,"4152608","2017","2020","1950","PRIVATE","20","Scarborough Southwest","650 DAWES RD","3","17","2020-11-20","74","Evaluation needs to be conducted in 2 years","14","3","3","4","3","3","3","N/A","5","N/A","N/A","3","3","5","4","4","5","N/A","4","N/A","N/A","E2028","43.7075426167","-79.2947631998","321324.76","4840640.89"
2807997,"4155054","2017","2020","1956","PRIVATE","08","Eglinton-Lawrence","1030 CASTLEFIELD AVE","5","56","2020-11-20","79","Evaluation needs to be conducted in 2 years","17","4","4","4","4","4","4","N/A","4","4","N/A","3","4","4","4","4","4","4","4","4","N/A","N0831","43.7009672272","-79.4495637221","308849.641","4839891.251"
2807998,"4155055","2017","2020","1959","PRIVATE","08","Eglinton-Lawrence","1040 CASTLEFIELD AVE","4","44","2020-11-20","80","Evaluation needs to be conducted in 2 years","16","4","4","4","4","4","4","N/A","4","N/A","4","4","4","4","4","4","4","N/A","4","4","N/A","N0831","43.7010486833","-79.4499999014","308814.479","4839900.279"
2807999,"4153531","2017","2020","1975","PRIVATE","13","Toronto Centre","33 ISABELLA ST","27","419","2020-11-20","74","Evaluation needs to be conducted in 2 years","19","3","4","5","3","3","4","3","4","4","3","3","3","5","4","4","4","4","4","3","N/A","S1322","43.667643942","-79.383679432","314164.83","4836195.449"
2808000,"4153533","2017","2020","1963","PRIVATE","13","Toronto Centre","59 ISABELLA ST","14","101","2020-11-20","81","Evaluation needs to be conducted in 2 years","19","4","4","5","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","3","N/A","S1322","43.667962528","-79.382564773","314254.674","4836230.967"
2808001,"4153545","2017","2020","1917","PRIVATE","13","Toronto Centre","96 ISABELLA ST","4","28","2020-11-20","74","Evaluation needs to be conducted in 2 years","14","4","4","3","4","4","4","N/A","3","N/A","N/A","4","3","5","4","3","4","N/A","3","N/A","N/A","S1322","43.668954869","-79.380480475","314422.606","4836341.446"
2808002,"4154802","2017","2020","1970","PRIVATE","16","Don Valley East","50 GRAYDON HALL DR","20","304","2020-11-20","84","Evaluation needs to be conducted in 2 years","19","4","5","5","4","4","4","3","4","5","4","3","5","5","4","4","5","5","4","3","N/A","N1621","43.764613327","-79.345774526","317201.725","4846973.244"
2808003,"4154805","2017","2020","1970","PRIVATE","16","Don Valley East","100 GRAYDON HALL DR","24","286","2020-11-20","85","Evaluation needs to be conducted in 2 years","19","4","5","5","4","4","4","3","4","5","4","4","5","5","4","4","5","5","4","3","N/A","N1621","43.7654302303","-79.3443358391","317317.648","4847063.257"
2808004,"4154804","2017","2020","1970","PRIVATE","16","Don Valley East","150 GRAYDON HALL DR","25","298","2020-11-20","89","Evaluation needs to be conducted in 3 years","19","5","5","5","4","4","4","3","4","5","5","4","5","5","5","4","5","5","4","4","N/A","N1621","43.7656767876","-79.3428279656","317438.988","4847090.877"
2808005,"4154824","2017","2020","1969","PRIVATE","17","Don Valley North","1650 SHEPPARD AVE E","15","149","2020-11-20","88","Evaluation needs to be conducted in 3 years","20","5","5","5","5","4","5","4","5","5","4","4","5","5","4","5","5","4","4","2","3","N1727","43.7751212941","-79.3490805112","316933.665","4848139.196"
2808006,"4152593","2017","2020","1982","PRIVATE","20","Scarborough Southwest","30 BURN HILL RD","22","238","2020-11-20","81","Evaluation needs to be conducted in 2 years","19","4","5","4","4","3","5","4","5","4","N/A","4","4","5","3","4","4","4","4","3","4","E2028","43.6992222546","-79.2778348112","322691.471","4839719.991"
2808007,"4153059","2017","2020","1935","PRIVATE","04","Parkdale-High Park","34 NOBLE ST","3","18","2020-11-20","75","Evaluation needs to be conducted in 2 years","15","4","4","5","4","3","3","N/A","3","N/A","N/A","3","4","4","4","4","4","N/A","4","3","N/A","S0435","43.6428677432","-79.431388625","310319.871","4833437.692"
2808008,"4155272","2017","2020","1955","PRIVATE","03","Etobicoke-Lakeshore","34 RIVERWOOD PKWY","4","35","2020-11-19","84","Evaluation needs to be conducted in 2 years","16","4","4","5","4","4","4","N/A","4","N/A","N/A","4","5","5","4","4","4","4","4","4","N/A","W0327","43.6397937003","-79.4903246449","305564.983","4833094.093"
2808009,"4154859","2017","2020","1964","PRIVATE","16","Don Valley East","22 TINDER CRES","4","60","2020-11-19","86","Evaluation needs to be conducted in 3 years","18","5","5","5","4","4","4","N/A","4","4","4","4","5","5","4","4","4","4","4","4","N/A","N1628","43.7264501298","-79.3091895206","320157.292","4842738.692"
2808010,"4155275","2017","2020","1960","PRIVATE","03","Etobicoke-Lakeshore","16 RIVERWOOD PKWY","5","45","2020-11-19","81","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","3","N/A","4","4","N/A","4","5","5","4","4","4","4","4","3","N/A","W0327","43.6390524323","-79.4890660176","305666.544","4833011.753"
2808011,"4155289","2017","2020","1958","PRIVATE","03","Etobicoke-Lakeshore","25 RIVERWOOD PKWY","4","50","2020-11-19","83","Evaluation needs to be conducted in 2 years","18","4","4","5","4","4","4","N/A","4","4","4","4","5","5","4","4","4","4","4","4","N/A","W0327","43.6398570764","-79.4888378299","305684.946","4833101.147"
2808012,"4155290","2017","2020","1958","PRIVATE","03","Etobicoke-Lakeshore","33 RIVERWOOD PKWY","4","50","2020-11-19","83","Evaluation needs to be conducted in 2 years","18","4","4","5","4","4","4","N/A","4","4","4","4","5","5","4","4","4","4","4","4","N/A","W0327","43.6402119345","-79.4896809434","305616.916","4833140.562"
2808013,"4153657","2017","2020","1990","SOCIAL HOUSING","14","Toronto-Danforth","570 COXWELL AVE","3","11","2020-11-19","83","Evaluation needs to be conducted in 2 years","16","4","5","5","4","5","5","N/A","5","N/A","N/A","3","3","5","3","4","3","5","3","4","N/A","S1432","43.679932553","-79.3224960568","319096.268","4837568.387"
2808014,"4152585","2017","2020","1960","PRIVATE","20","Scarborough Southwest","20 PELL ST","3","11","2020-11-19","68","Evaluation needs to be conducted in 2 years","15","3","3","4","3","3","3","N/A","5","N/A","N/A","3","4","5","3","3","2","N/A","4","3","N/A","E2035","43.70777445","-79.248713747","325033.789","4840699.303"
2808015,"4156249","2017","2020","1960","PRIVATE","20","Scarborough Southwest","22 PELL ST","3","10","2020-11-19","69","Evaluation needs to be conducted in 2 years","15","3","3","4","3","3","3","N/A","4","N/A","N/A","3","4","5","3","3","3","N/A","4","4","N/A","E2035","43.707978054","-79.248780872","325050.664","4840714.735"
2808016,"4156048","2017","2020","1960","PRIVATE","20","Scarborough Southwest","24 PELL ST","3","11","2020-11-19","67","Evaluation needs to be conducted in 2 years","15","3","3","4","3","3","3","N/A","4","N/A","N/A","3","4","5","3","3","2","N/A","4","3","N/A","E2035","43.708100911","-79.248499263","325056.883","4840728.747"
2808017,"4153016","2017","2020","1978","PRIVATE","04","Parkdale-High Park","22 MAYNARD AVE","3","36","2020-11-19","79","Evaluation needs to be conducted in 2 years","15","4","4","5","4","3","3","N/A","4","N/A","N/A","4","4","5","4","4","4","N/A","4","3","N/A","S0436","43.6377806623","-79.4379497225","309790.944","4832872.164"
2808018,"4155490","2017","2020","1952","PRIVATE","03","Etobicoke-Lakeshore","2559 LAKE SHORE BLVD W","4","26","2020-11-19","80","Evaluation needs to be conducted in 2 years","15","4","4","5","4","4","3","N/A","3","N/A","N/A","4","4","5","4","4","4","N/A","4","4","N/A","W0336","43.6090936183","-79.4886161506","305607.776","4829677.695"
2808019,"4155489","2017","2020","1952","PRIVATE","03","Etobicoke-Lakeshore","2561 LAKE SHORE BLVD W","4","14","2020-11-19","80","Evaluation needs to be conducted in 2 years","14","4","4","5","4","N/A","3","N/A","4","N/A","N/A","4","4","5","4","4","4","N/A","4","3","N/A","W0336","43.6088644692","-79.4900435258","305588.026","4829658.026"
2808020,"4152810","2017","2020","1969","PRIVATE","24","Scarborough-Guildwood","421 MARKHAM RD","12","159","2020-11-19","81","Evaluation needs to be conducted in 2 years","19","4","4","4","4","4","4","4","4","4","N/A","4","4","5","4","4","4","4","4","4","4","E2430","43.7506077851","-79.2210328403","327250.617","4845442.448"
2808021,"4152812","2017","2020","1995","SOCIAL HOUSING","24","Scarborough-Guildwood","525 MARKHAM RD","8","115","2020-11-19","81","Evaluation needs to be conducted in 2 years","19","4","4","4","4","4","4","4","4","4","N/A","4","4","5","4","4","4","4","4","4","4","E2430","43.756754208","-79.223973575","327027.681","4846037.557"
2808022,"4155494","2017","2020","1952","PRIVATE","03","Etobicoke-Lakeshore","2547 LAKE SHORE BLVD W","4","26","2020-11-19","76","Evaluation needs to be conducted in 2 years","16","3","4","5","4","3","3","N/A","3","N/A","4","4","4","5","4","4","4","N/A","4","3","N/A","W0336","43.609303547","-79.4892009672","305656.036","4829706.813"
2808023,"4154079","2018","2020","1962","PRIVATE","19","Beaches-East York","327 CHISHOLM AVE","4","20","2020-11-19","78","Evaluation needs to be conducted in 2 years","17","4","4","4","4","4","4","N/A","3","N/A","4","4","4","4","4","4","3","4","4","4","N/A","S1926","43.6971816506","-79.3064438643","320386.052","4839487.593"
2808024,"4284986","2017","2020","1971","PRIVATE","19","Beaches-East York","9 CRESCENT PL","29","587","2020-11-19","72","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","4","3","3","4","N/A","3","4","4","3","4","3","4","4","3","N/A","S1930","43.695648592","-79.291287219","321619.854","4839297.583"
2808025,"4156314","2017","2020","1971","PRIVATE","19","Beaches-East York","11 CRESCENT PL","10","159","2020-11-19","70","Evaluation needs to be conducted in 2 years","18","4","3","4","3","4","3","3","3","4","N/A","4","4","4","3","3","3","4","4","3","N/A","S1930","43.695136718","-79.290535808","321603.253","4839337.069"
2808026,"4156720","2017","2020","1962","PRIVATE","02","Etobicoke Centre","327 DIXON RD","6","55","2020-11-19","74","Evaluation needs to be conducted in 2 years","17","4","4","4","4","4","4","N/A","2","4","N/A","3","4","5","3","5","5","2","3","3","N/A","W0222","43.694646278","-79.555063829","300345.581","4839190.371"
